Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,MedianDaysBetweenOrders,AvgOrderValue,Churn
466,3,408.77,4,4,4,12,1027.0,136.25666666666666,1
653,1,88.09,3,2,2,7,727.5,88.09,1
974,2,295.76,3,4,3,10,698.0,147.88,1
2285,2,181.92,1,4,3,8,259.0,90.96,1
919,1,238.79,3,2,3,8,727.5,238.79,1
188,2,819.05,4,4,4,12,2178.0,409.525,1
309,1,132.25,4,2,2,8,727.5,132.25,1
2436,1,89.09,1,2,2,5,727.5,89.09,1
1089,1,46.77,3,2,1,6,727.5,46.77,1
649,2,161.76,3,4,2,9,2165.0,80.88,1
1148,1,179.96,3,2,3,8,727.5,179.96,1
279,3,180.59,4,4,3,11,1142.0,60.196666666666665,1
1296,2,581.44,2,4,4,10,623.0,290.72,1
1612,1,72.23,2,2,1,5,727.5,72.23,1
1994,1,197.42,1,2,3,6,727.5,197.42,1
347,2,225.49,4,4,3,11,2133.0,112.745,1
2028,1,84.42,1,2,2,5,727.5,84.42,1
215,2,322.76,4,4,4,12,390.0,161.38,1
1849,1,34.88,1,2,1,4,727.5,34.88,1
499,2,242.01999999999998,4,4,3,11,1304.0,121.00999999999999,1
679,1,73.87,3,2,1,6,727.5,73.87,1
2779,1,270.85,1,2,3,6,727.5,270.85,1
2270,1,120.7,1,2,2,5,727.5,120.7,1
2353,1,401.4,1,2,4,7,727.5,401.4,1
2589,1,493.29,1,2,4,7,727.5,493.29,1
998,1,37.22,3,2,1,6,727.5,37.22,1
2716,1,207.79,1,2,3,6,727.5,207.79,1
146,2,484.3,4,4,4,12,73.0,242.15,0
2461,1,82.36,1,2,1,4,727.5,82.36,1
2313,1,236.85,1,2,3,6,727.5,236.85,1
516,1,117.93,4,2,2,8,727.5,117.93,1
504,1,157.19,4,2,2,8,727.5,157.19,1
1188,1,17.27,3,2,1,6,727.5,17.27,1
1777,2,91.25999999999999,2,4,2,8,170.0,45.629999999999995,1
957,1,381.84,3,2,4,9,727.5,381.84,1
124,2,354.3,4,4,4,12,1634.0,177.15,0
1729,1,238.69,2,2,3,7,727.5,238.69,1
1112,1,48.19,3,2,1,6,727.5,48.19,1
2248,1,45.52,1,2,1,4,727.5,45.52,1
291,2,273.9,4,4,3,11,2186.0,136.95,1
1421,4,374.73999999999995,2,4,4,10,251.0,93.68499999999999,1
694,2,72.16,3,4,1,8,936.0,36.08,1
1737,2,249.04000000000002,2,4,3,9,674.0,124.52000000000001,1
414,1,146.62,4,2,2,8,727.5,146.62,1
1,2,193.22,4,4,3,11,711.0,96.61,0
1326,2,593.19,2,4,4,10,1496.0,296.595,1
2537,1,25.79,1,2,1,4,727.5,25.79,1
120,2,269.88,4,4,3,11,399.0,134.94,0
2270,1,23.29,1,2,1,4,727.5,23.29,1
1613,1,93.97,2,2,2,6,727.5,93.97,1
133,2,661.41,4,4,4,12,2256.0,330.705,0
1702,1,102.04,2,2,2,6,727.5,102.04,1
64,1,51.95,4,2,1,7,727.5,51.95,0
626,1,280.12,3,2,3,8,727.5,280.12,1
216,1,81.46,4,2,1,7,727.5,81.46,1
1309,2,414.06,2,4,4,10,207.0,207.03,1
2410,1,570.08,1,2,4,7,727.5,570.08,1
384,1,513.23,4,2,4,10,727.5,513.23,1
881,2,198.78,3,4,3,10,1534.0,99.39,1
1661,2,116.09,2,4,2,8,895.0,58.045,1
1834,1,445.73,1,2,4,7,727.5,445.73,1
1318,4,815.92,2,4,4,10,100.0,203.98,1
1264,4,387.42,2,4,4,10,256.0,96.855,1
264,1,91.46,4,2,2,8,727.5,91.46,1
1678,1,185.55,2,2,3,7,727.5,185.55,1
2281,1,93.71,1,2,2,5,727.5,93.71,1
2401,2,474.52,1,4,4,9,313.0,237.26,1
1208,3,560.16,3,4,4,11,770.0,186.72,1
856,2,321.88,3,4,4,11,189.0,160.94,1
2448,1,101.71,1,2,2,5,727.5,101.71,1
1219,1,133.37,3,2,2,7,727.5,133.37,1
2480,2,178.75,1,4,3,8,291.0,89.375,1
1423,2,383.78999999999996,2,4,4,10,316.0,191.89499999999998,1
458,2,157.01,4,4,2,10,777.0,78.505,1
1898,1,132.63,1,2,2,5,727.5,132.63,1
285,3,236.64999999999998,4,4,3,11,326.0,78.88333333333333,1
1134,2,172.37,3,4,3,10,1521.0,86.185,1
1329,2,241.25,2,4,3,9,163.0,120.625,1
931,3,269.29,3,4,3,10,885.0,89.76333333333334,1
2344,1,218.67,1,2,3,6,727.5,218.67,1
441,1,28.7,4,2,1,7,727.5,28.7,1
317,1,59.43,4,2,1,7,727.5,59.43,1
540,1,218.15,4,2,3,9,727.5,218.15,1
1192,1,55.19,3,2,1,6,727.5,55.19,1
1451,2,73.84,2,4,1,7,806.0,36.92,1
2769,1,326.0,1,2,4,7,727.5,326.0,1
1021,1,184.79,3,2,3,8,727.5,184.79,1
1957,1,39.26,1,2,1,4,727.5,39.26,1
2793,1,601.37,1,2,4,7,727.5,601.37,1
1090,2,168.73,3,4,2,9,642.0,84.365,1
548,2,273.71000000000004,4,4,3,11,769.0,136.85500000000002,1
2,4,793.67,4,4,4,12,159.0,198.4175,0
724,2,175.48999999999998,3,4,3,10,70.0,87.74499999999999,1
317,1,70.98,4,2,1,7,727.5,70.98,1
2624,1,273.92,1,2,3,6,727.5,273.92,1
1925,2,303.77,1,4,3,8,228.0,151.885,1
1714,2,277.15,2,4,3,9,298.0,138.575,1
228,1,93.47,4,2,2,8,727.5,93.47,1
1140,1,219.17,3,2,3,8,727.5,219.17,1
594,1,299.86,3,2,3,8,727.5,299.86,1
857,3,254.46,3,4,3,10,730.0,84.82000000000001,1
494,2,168.39999999999998,4,4,2,10,449.0,84.19999999999999,1
1609,2,196.63,2,4,3,9,141.0,98.315,1
1326,2,263.84000000000003,2,4,3,9,918.0,131.92000000000002,1
2199,1,105.12,1,2,2,5,727.5,105.12,1
659,1,47.26,3,2,1,6,727.5,47.26,1
261,1,56.63,4,2,1,7,727.5,56.63,1
1180,1,343.98,3,2,4,9,727.5,343.98,1
343,1,215.34,4,2,3,9,727.5,215.34,1
1095,1,105.88,3,2,2,7,727.5,105.88,1
1932,1,173.32,1,2,3,6,727.5,173.32,1
1101,2,327.16,3,4,4,11,609.0,163.58,1
1605,1,269.28,2,2,3,7,727.5,269.28,1
1812,1,104.71,2,2,2,6,727.5,104.71,1
951,2,110.46000000000001,3,4,2,9,211.0,55.230000000000004,1
2372,1,100.18,1,2,2,5,727.5,100.18,1
616,3,564.86,3,4,4,11,686.0,188.28666666666666,1
1355,1,77.13,2,2,1,5,727.5,77.13,1
1624,1,252.17,2,2,3,7,727.5,252.17,1
183,3,176.52,4,4,3,11,856.0,58.84,1
1923,1,121.21,1,2,2,5,727.5,121.21,1
758,1,156.76,3,2,2,7,727.5,156.76,1
190,1,73.14,4,2,1,7,727.5,73.14,1
1709,2,272.57,2,4,3,9,147.0,136.285,1
675,1,62.33,3,2,1,6,727.5,62.33,1
542,1,93.65,4,2,2,8,727.5,93.65,1
253,2,137.94,4,4,2,10,1981.0,68.97,1
335,2,604.43,4,4,4,12,128.0,302.215,1
246,2,304.36,4,4,4,12,2060.0,152.18,1
1029,1,84.11,3,2,2,7,727.5,84.11,1
563,1,149.74,4,2,2,8,727.5,149.74,1
2794,1,333.18,1,2,4,7,727.5,333.18,1
889,1,16.43,3,2,1,6,727.5,16.43,1
188,2,444.03,4,4,4,12,1309.0,222.015,1
2198,1,167.41,1,2,2,5,727.5,167.41,1
761,1,65.77,3,2,1,6,727.5,65.77,1
1597,2,277.06,2,4,3,9,1082.0,138.53,1
1645,2,188.36,2,4,3,9,701.0,94.18,1
106,3,517.2,4,4,4,12,1329.0,172.4,0
1751,2,117.18,2,4,2,8,96.0,58.59,1
2508,1,78.23,1,2,1,4,727.5,78.23,1
2829,1,509.96,1,2,4,7,727.5,509.96,1
307,1,27.14,4,2,1,7,727.5,27.14,1
2763,1,80.4,1,2,1,4,727.5,80.4,1
817,2,290.64,3,4,3,10,1008.0,145.32,1
2084,1,191.38,1,2,3,6,727.5,191.38,1
2141,1,140.01,1,2,2,5,727.5,140.01,1
430,2,219.55,4,4,3,11,1311.0,109.775,1
54,2,1107.4699999999998,4,4,4,12,594.0,553.7349999999999,0
2506,1,339.06,1,2,4,7,727.5,339.06,1
2615,1,174.77,1,2,3,6,727.5,174.77,1
2253,1,214.66,1,2,3,6,727.5,214.66,1
1689,1,818.66,2,2,4,8,727.5,818.66,1
2110,1,61.88,1,2,1,4,727.5,61.88,1
1748,2,138.68,2,4,2,8,13.0,69.34,1
1695,1,222.42,2,2,3,7,727.5,222.42,1
2491,1,198.32,1,2,3,6,727.5,198.32,1
1366,1,53.92,2,2,1,5,727.5,53.92,1
1730,1,78.75,2,2,1,5,727.5,78.75,1
1144,1,370.96,3,2,4,9,727.5,370.96,1
2644,1,71.28,1,2,1,4,727.5,71.28,1
762,4,627.9200000000001,3,4,4,11,498.0,156.98000000000002,1
241,4,1375.81,4,4,4,12,654.0,343.9525,1
1219,1,165.35,3,2,2,7,727.5,165.35,1
257,2,144.97,4,4,2,10,117.0,72.485,1
195,4,378.93,4,4,4,12,1068.0,94.7325,1
1585,2,214.56,2,4,3,9,983.0,107.28,1
1823,1,32.36,1,2,1,4,727.5,32.36,1
1678,1,43.66,2,2,1,5,727.5,43.66,1
2829,1,108.34,1,2,2,5,727.5,108.34,1
2323,1,226.86,1,2,3,6,727.5,226.86,1
392,2,662.38,4,4,4,12,546.0,331.19,1
1245,1,221.28,2,2,3,7,727.5,221.28,1
1531,1,217.02,2,2,3,7,727.5,217.02,1
1432,1,86.19,2,2,2,6,727.5,86.19,1
446,1,221.33,4,2,3,9,727.5,221.33,1
1578,1,180.21,2,2,3,7,727.5,180.21,1
1041,2,356.36,3,4,4,11,596.0,178.18,1
443,1,315.68,4,2,4,10,727.5,315.68,1
2137,1,235.08,1,2,3,6,727.5,235.08,1
1978,1,493.43,1,2,4,7,727.5,493.43,1
469,1,50.01,4,2,1,7,727.5,50.01,1
850,1,52.7,3,2,1,6,727.5,52.7,1
876,1,29.95,3,2,1,6,727.5,29.95,1
2164,1,135.81,1,2,2,5,727.5,135.81,1
2028,1,78.24,1,2,1,4,727.5,78.24,1
1347,2,531.74,2,4,4,10,55.0,265.87,1
370,2,401.34000000000003,4,4,4,12,1005.0,200.67000000000002,1
673,3,448.1,3,4,4,11,532.0,149.36666666666667,1
2317,1,219.28,1,2,3,6,727.5,219.28,1
11,2,186.7,4,4,3,11,600.0,93.35,0
64,1,106.29,4,2,2,8,727.5,106.29,0
1821,1,33.05,1,2,1,4,727.5,33.05,1
1747,1,54.29,2,2,1,5,727.5,54.29,1
2133,1,87.05,1,2,2,5,727.5,87.05,1
164,2,213.54999999999998,4,4,3,11,1242.0,106.77499999999999,0
558,1,723.78,4,2,4,10,727.5,723.78,1
1325,2,323.59000000000003,2,4,4,10,434.0,161.79500000000002,1
859,2,250.11,3,4,3,10,1736.0,125.055,1
1590,1,66.58,2,2,1,5,727.5,66.58,1
445,2,365.01,4,4,4,12,1283.0,182.505,1
166,1,60.9,4,2,1,7,727.5,60.9,0
243,1,56.35,4,2,1,7,727.5,56.35,1
1696,1,224.23,2,2,3,7,727.5,224.23,1
269,1,109.52,4,2,2,8,727.5,109.52,1
1466,1,319.44,2,2,4,8,727.5,319.44,1
2134,1,320.79,1,2,4,7,727.5,320.79,1
660,1,645.95,3,2,4,9,727.5,645.95,1
556,1,435.85,4,2,4,10,727.5,435.85,1
2563,1,67.62,1,2,1,4,727.5,67.62,1
682,2,198.04000000000002,3,4,3,10,1882.0,99.02000000000001,1
1683,1,157.82,2,2,2,6,727.5,157.82,1
525,1,39.05,4,2,1,7,727.5,39.05,1
2648,1,44.82,1,2,1,4,727.5,44.82,1
885,1,148.4,3,2,2,7,727.5,148.4,1
621,3,437.91999999999996,3,4,4,11,735.0,145.97333333333333,1
2637,1,55.97,1,2,1,4,727.5,55.97,1
658,1,131.31,3,2,2,7,727.5,131.31,1
1870,1,305.9,1,2,4,7,727.5,305.9,1
585,1,254.13,3,2,3,8,727.5,254.13,1
548,4,615.5699999999999,4,4,4,12,704.0,153.89249999999998,1
1810,1,373.03,2,2,4,8,727.5,373.03,1
1095,1,47.74,3,2,1,6,727.5,47.74,1
262,3,376.62,4,4,4,12,411.0,125.54,1
284,1,78.78,4,2,1,7,727.5,78.78,1
294,1,195.04,4,2,3,9,727.5,195.04,1
471,2,159.15,4,4,2,10,484.0,79.575,1
670,3,1027.96,3,4,4,11,664.0,342.65333333333336,1
2551,1,647.34,1,2,4,7,727.5,647.34,1
1650,1,194.95,2,2,3,7,727.5,194.95,1
151,1,134.59,4,2,2,8,727.5,134.59,0
503,1,399.33,4,2,4,10,727.5,399.33,1
207,3,434.79999999999995,4,4,4,12,214.0,144.9333333333333,1
1902,1,152.28,1,2,2,5,727.5,152.28,1
1044,3,270.12,3,4,3,10,689.0,90.04,1
2369,1,29.0,1,2,1,4,727.5,29.0,1
444,2,499.31,4,4,4,12,127.0,249.655,1
1585,2,341.66999999999996,2,4,4,10,1050.0,170.83499999999998,1
2693,1,59.21,1,2,1,4,727.5,59.21,1
818,1,484.75,3,2,4,9,727.5,484.75,1
2736,1,50.62,1,2,1,4,727.5,50.62,1
393,2,739.49,4,4,4,12,209.0,369.745,1
1445,1,196.66,2,2,3,7,727.5,196.66,1
1434,1,329.1,2,2,4,8,727.5,329.1,1
1686,4,496.35,2,4,4,10,393.0,124.0875,1
1123,2,389.36,3,4,4,11,1328.0,194.68,1
2596,1,17.38,1,2,1,4,727.5,17.38,1
210,1,35.0,4,2,1,7,727.5,35.0,1
1244,1,139.83,2,2,2,6,727.5,139.83,1
1120,1,236.69,3,2,3,8,727.5,236.69,1
1126,1,115.27,3,2,2,7,727.5,115.27,1
1706,1,329.16,2,2,4,8,727.5,329.16,1
151,2,252.32,4,4,3,11,1472.0,126.16,0
1266,2,742.02,2,4,4,10,362.0,371.01,1
609,1,70.27,3,2,1,6,727.5,70.27,1
1529,1,40.48,2,2,1,5,727.5,40.48,1
653,3,831.5999999999999,3,4,4,11,489.0,277.2,1
2169,1,73.33,1,2,1,4,727.5,73.33,1
458,1,159.32,4,2,2,8,727.5,159.32,1
1195,1,91.83,3,2,2,7,727.5,91.83,1
189,3,793.53,4,4,4,12,736.0,264.51,1
17,4,597.8000000000001,4,4,4,12,864.0,149.45000000000002,0
1349,1,141.3,2,2,2,6,727.5,141.3,1
1268,1,133.6,2,2,2,6,727.5,133.6,1
654,2,471.28,3,4,4,11,517.0,235.64,1
1688,1,29.92,2,2,1,5,727.5,29.92,1
1706,3,445.25,2,4,4,10,316.0,148.41666666666666,1
396,1,308.0,4,2,4,10,727.5,308.0,1
1065,1,73.96,3,2,1,6,727.5,73.96,1
2364,1,40.22,1,2,1,4,727.5,40.22,1
2447,1,34.1,1,2,1,4,727.5,34.1,1
1754,1,386.96,2,2,4,8,727.5,386.96,1
857,1,283.52,3,2,3,8,727.5,283.52,1
660,3,197.79000000000002,3,4,3,10,794.0,65.93,1
895,2,192.38,3,4,3,10,879.0,96.19,1
164,2,197.84,4,4,3,11,1687.0,98.92,0
305,2,438.5,4,4,4,12,1874.0,219.25,1
925,1,215.45,3,2,3,8,727.5,215.45,1
1076,1,44.06,3,2,1,6,727.5,44.06,1
571,1,104.77,3,2,2,7,727.5,104.77,1
255,3,207.88,4,4,3,11,526.0,69.29333333333334,1
864,2,360.33000000000004,3,4,4,11,1417.0,180.16500000000002,1
2171,1,131.32,1,2,2,5,727.5,131.32,1
2644,1,134.02,1,2,2,5,727.5,134.02,1
1264,1,60.05,2,2,1,5,727.5,60.05,1
144,1,264.6,4,2,3,9,727.5,264.6,0
227,3,485.26,4,4,4,12,19.0,161.75333333333333,1
881,1,91.03,3,2,2,7,727.5,91.03,1
820,1,74.79,3,2,1,6,727.5,74.79,1
918,2,147.04,3,4,2,9,1578.0,73.52,1
129,1,86.03,4,2,2,8,727.5,86.03,0
519,1,152.24,4,2,2,8,727.5,152.24,1
1904,1,212.88,1,2,3,6,727.5,212.88,1
1942,1,28.7,1,2,1,4,727.5,28.7,1
2102,2,859.3800000000001,1,4,4,9,106.0,429.69000000000005,1
867,1,103.63,3,2,2,7,727.5,103.63,1
615,1,73.5,3,2,1,6,727.5,73.5,1
567,3,538.65,4,4,4,12,876.0,179.54999999999998,1
582,1,109.45,3,2,2,7,727.5,109.45,1
2365,1,308.66,1,2,4,7,727.5,308.66,1
413,1,53.45,4,2,1,7,727.5,53.45,1
415,2,187.53,4,4,3,11,504.0,93.765,1
268,3,331.3,4,4,4,12,704.0,110.43333333333334,1
1130,1,251.84,3,2,3,8,727.5,251.84,1
1404,1,31.41,2,2,1,5,727.5,31.41,1
1478,2,583.22,2,4,4,10,1305.0,291.61,1
213,2,641.5699999999999,4,4,4,12,304.0,320.78499999999997,1
195,1,22.91,4,2,1,7,727.5,22.91,1
2681,1,38.8,1,2,1,4,727.5,38.8,1
286,3,554.81,4,4,4,12,715.0,184.93666666666664,1
225,1,215.18,4,2,3,9,727.5,215.18,1
551,2,164.93,4,4,2,10,1883.0,82.465,1
924,1,503.85,3,2,4,9,727.5,503.85,1
2341,1,84.49,1,2,2,5,727.5,84.49,1
1679,1,156.83,2,2,2,6,727.5,156.83,1
1123,1,52.81,3,2,1,6,727.5,52.81,1
981,1,158.45,3,2,2,7,727.5,158.45,1
1460,1,110.09,2,2,2,6,727.5,110.09,1
45,1,123.14,4,2,2,8,727.5,123.14,0
561,1,41.74,4,2,1,7,727.5,41.74,1
2275,1,109.8,1,2,2,5,727.5,109.8,1
2784,1,60.61,1,2,1,4,727.5,60.61,1
2069,1,379.5,1,2,4,7,727.5,379.5,1
1591,1,176.37,2,2,3,7,727.5,176.37,1
1045,1,101.34,3,2,2,7,727.5,101.34,1
1454,1,204.61,2,2,3,7,727.5,204.61,1
1736,1,83.39,2,2,1,5,727.5,83.39,1
1588,1,322.27,2,2,4,8,727.5,322.27,1
1235,1,169.61,3,2,3,8,727.5,169.61,1
1615,1,78.99,2,2,1,5,727.5,78.99,1
2165,1,341.24,1,2,4,7,727.5,341.24,1
1494,1,12.2,2,2,1,5,727.5,12.2,1
994,2,451.4,3,4,4,11,437.0,225.7,1
2418,1,135.38,1,2,2,5,727.5,135.38,1
2828,1,410.02,1,2,4,7,727.5,410.02,1
1308,1,551.7,2,2,4,8,727.5,551.7,1
58,3,368.96000000000004,4,4,4,12,1303.0,122.98666666666668,0
719,3,256.90999999999997,3,4,3,10,522.0,85.63666666666666,1
1837,2,631.9200000000001,1,4,4,9,538.0,315.96000000000004,1
509,3,208.62,4,4,3,11,849.0,69.54,1
2294,1,114.56,1,2,2,5,727.5,114.56,1
385,1,108.29,4,2,2,8,727.5,108.29,1
175,1,53.5,4,2,1,7,727.5,53.5,0
466,1,196.58,4,2,3,9,727.5,196.58,1
12,1,84.51,4,2,2,8,727.5,84.51,0
2746,1,305.41,1,2,4,7,727.5,305.41,1
484,1,94.89,4,2,2,8,727.5,94.89,1
1179,1,59.01,3,2,1,6,727.5,59.01,1
835,1,346.72,3,2,4,9,727.5,346.72,1
2049,1,49.67,1,2,1,4,727.5,49.67,1
2602,1,44.26,1,2,1,4,727.5,44.26,1
1327,1,127.48,2,2,2,6,727.5,127.48,1
124,1,72.46,4,2,1,7,727.5,72.46,0
1658,1,31.87,2,2,1,5,727.5,31.87,1
2387,1,185.91,1,2,3,6,727.5,185.91,1
1729,1,216.94,2,2,3,7,727.5,216.94,1
1696,2,440.38,2,4,4,10,105.0,220.19,1
169,1,343.92,4,2,4,10,727.5,343.92,0
1336,1,61.71,2,2,1,5,727.5,61.71,1
14,1,220.95,4,2,3,9,727.5,220.95,0
2412,1,43.74,1,2,1,4,727.5,43.74,1
2022,1,149.59,1,2,2,5,727.5,149.59,1
250,1,85.37,4,2,2,8,727.5,85.37,1
997,2,142.56,3,4,2,9,171.0,71.28,1
1659,1,26.67,2,2,1,5,727.5,26.67,1
1591,2,119.31,2,4,2,8,336.0,59.655,1
751,2,372.37,3,4,4,11,1684.0,186.185,1
1596,3,630.19,2,4,4,10,348.0,210.06333333333336,1
72,1,69.8,4,2,1,7,727.5,69.8,0
2425,1,523.96,1,2,4,7,727.5,523.96,1
1845,2,249.4,1,4,3,8,514.0,124.7,1
2642,1,75.91,1,2,1,4,727.5,75.91,1
1253,1,95.36,2,2,2,6,727.5,95.36,1
1141,2,366.93,3,4,4,11,1500.0,183.465,1
359,1,128.82,4,2,2,8,727.5,128.82,1
814,1,154.4,3,2,2,7,727.5,154.4,1
1687,1,84.24,2,2,2,6,727.5,84.24,1
2755,1,455.96,1,2,4,7,727.5,455.96,1
1282,4,368.80999999999995,2,4,4,10,370.0,92.20249999999999,1
385,3,636.29,4,4,4,12,963.0,212.09666666666666,1
101,3,494.32,4,4,4,12,833.0,164.77333333333334,0
1639,1,48.41,2,2,1,5,727.5,48.41,1
2325,2,390.55999999999995,1,4,4,9,139.0,195.27999999999997,1
49,2,226.82999999999998,4,4,3,11,2137.0,113.41499999999999,0
1244,2,307.65,2,4,4,10,87.0,153.825,1
216,3,898.3199999999999,4,4,4,12,299.0,299.44,1
309,1,559.94,4,2,4,10,727.5,559.94,1
1002,1,265.88,3,2,3,8,727.5,265.88,1
1698,1,60.99,2,2,1,5,727.5,60.99,1
2614,1,52.3,1,2,1,4,727.5,52.3,1
2052,1,327.65,1,2,4,7,727.5,327.65,1
817,1,228.57,3,2,3,8,727.5,228.57,1
2338,1,133.37,1,2,2,5,727.5,133.37,1
2780,1,66.88,1,2,1,4,727.5,66.88,1
1575,1,112.07,2,2,2,6,727.5,112.07,1
2683,1,568.03,1,2,4,7,727.5,568.03,1
184,2,473.17999999999995,4,4,4,12,1471.0,236.58999999999997,1
1681,1,21.16,2,2,1,5,727.5,21.16,1
90,1,190.68,4,2,3,9,727.5,190.68,0
1673,1,104.32,2,2,2,6,727.5,104.32,1
2615,1,158.12,1,2,2,5,727.5,158.12,1
1189,1,229.25,3,2,3,8,727.5,229.25,1
159,2,557.41,4,4,4,12,89.0,278.705,0
400,1,38.01,4,2,1,7,727.5,38.01,1
2357,2,252.25,1,4,3,8,214.0,126.125,1
230,1,49.26,4,2,1,7,727.5,49.26,1
2277,1,69.99,1,2,1,4,727.5,69.99,1
953,2,805.35,3,4,4,11,1647.0,402.675,1
103,1,47.39,4,2,1,7,727.5,47.39,0
217,1,256.4,4,2,3,9,727.5,256.4,1
600,1,571.51,3,2,4,9,727.5,571.51,1
1827,1,124.11,1,2,2,5,727.5,124.11,1
704,1,108.76,3,2,2,7,727.5,108.76,1
1451,1,164.98,2,2,2,6,727.5,164.98,1
204,1,564.84,4,2,4,10,727.5,564.84,1
1193,2,340.01,3,4,4,11,1215.0,170.005,1
2501,2,327.55,1,4,4,9,324.0,163.775,1
1351,1,64.46,2,2,1,5,727.5,64.46,1
2684,1,286.34,1,2,3,6,727.5,286.34,1
1367,2,74.55000000000001,2,4,1,7,833.0,37.275000000000006,1
2425,1,55.07,1,2,1,4,727.5,55.07,1
1299,2,213.91000000000003,2,4,3,9,17.0,106.95500000000001,1
2099,1,120.66,1,2,2,5,727.5,120.66,1
832,1,170.06,3,2,3,8,727.5,170.06,1
1028,2,63.89,3,4,1,8,826.0,31.945,1
488,1,55.23,4,2,1,7,727.5,55.23,1
1783,2,308.99,2,4,4,10,713.0,154.495,1
1199,1,305.09,3,2,4,9,727.5,305.09,1
1339,2,416.77000000000004,2,4,4,10,804.0,208.38500000000002,1
127,2,167.75,4,4,2,10,1532.0,83.875,0
680,3,499.46999999999997,3,4,4,11,166.0,166.48999999999998,1
2621,1,23.39,1,2,1,4,727.5,23.39,1
512,2,282.69,4,4,3,11,2002.0,141.345,1
2432,1,520.19,1,2,4,7,727.5,520.19,1
1042,1,182.24,3,2,3,8,727.5,182.24,1
569,2,188.02,3,4,3,10,2254.0,94.01,1
688,2,218.56,3,4,3,10,1520.0,109.28,1
481,2,189.7,4,4,3,11,1060.0,94.85,1
77,2,283.38,4,4,3,11,1781.0,141.69,0
861,1,129.4,3,2,2,7,727.5,129.4,1
1249,2,123.69,2,4,2,8,18.0,61.845,1
1957,1,303.92,1,2,4,7,727.5,303.92,1
955,2,513.5699999999999,3,4,4,11,667.0,256.78499999999997,1
1703,1,330.91,2,2,4,8,727.5,330.91,1
965,2,496.88,3,4,4,11,484.0,248.44,1
2077,1,106.26,1,2,2,5,727.5,106.26,1
823,3,230.69,3,4,3,10,761.0,76.89666666666666,1
1237,1,198.88,3,2,3,8,727.5,198.88,1
1568,2,322.04,2,4,4,10,1261.0,161.02,1
1082,2,270.87,3,4,3,10,711.0,135.435,1
522,1,57.08,4,2,1,7,727.5,57.08,1
1744,1,359.2,2,2,4,8,727.5,359.2,1
543,1,58.01,4,2,1,7,727.5,58.01,1
1632,1,194.04,2,2,3,7,727.5,194.04,1
430,1,127.91,4,2,2,8,727.5,127.91,1
1118,1,77.31,3,2,1,6,727.5,77.31,1
955,1,51.58,3,2,1,6,727.5,51.58,1
768,2,306.95,3,4,4,11,589.0,153.475,1
1552,2,134.06,2,4,2,8,316.0,67.03,1
2365,1,46.42,1,2,1,4,727.5,46.42,1
2131,1,136.18,1,2,2,5,727.5,136.18,1
1311,1,35.45,2,2,1,5,727.5,35.45,1
182,2,266.22,4,4,3,11,1626.0,133.11,1
908,1,67.04,3,2,1,6,727.5,67.04,1
2637,1,166.92,1,2,2,5,727.5,166.92,1
1725,1,68.96,2,2,1,5,727.5,68.96,1
1127,1,209.91,3,2,3,8,727.5,209.91,1
2303,1,36.33,1,2,1,4,727.5,36.33,1
978,1,224.89,3,2,3,8,727.5,224.89,1
1407,1,72.63,2,2,1,5,727.5,72.63,1
1277,2,83.03,2,4,1,7,320.0,41.515,1
2271,1,134.91,1,2,2,5,727.5,134.91,1
1250,2,151.77,2,4,2,8,305.0,75.885,1
1671,1,89.34,2,2,2,6,727.5,89.34,1
617,2,634.87,3,4,4,11,221.0,317.435,1
2498,1,280.9,1,2,3,6,727.5,280.9,1
224,3,457.29,4,4,4,12,1246.0,152.43,1
2751,1,232.94,1,2,3,6,727.5,232.94,1
2461,1,192.82,1,2,3,6,727.5,192.82,1
819,1,248.22,3,2,3,8,727.5,248.22,1
2689,1,60.29,1,2,1,4,727.5,60.29,1
1531,1,64.26,2,2,1,5,727.5,64.26,1
1832,1,333.13,1,2,4,7,727.5,333.13,1
2792,1,259.77,1,2,3,6,727.5,259.77,1
1962,1,371.83,1,2,4,7,727.5,371.83,1
2582,1,36.44,1,2,1,4,727.5,36.44,1
2007,1,285.45,1,2,3,6,727.5,285.45,1
14,1,162.65,4,2,2,8,727.5,162.65,0
267,2,157.98000000000002,4,4,2,10,680.0,78.99000000000001,1
1877,1,87.53,1,2,2,5,727.5,87.53,1
858,2,256.7,3,4,3,10,1940.0,128.35,1
1484,1,303.41,2,2,3,7,727.5,303.41,1
209,3,568.19,4,4,4,12,1287.0,189.39666666666668,1
1306,1,99.71,2,2,2,6,727.5,99.71,1
2613,1,289.67,1,2,3,6,727.5,289.67,1
922,1,162.37,3,2,2,7,727.5,162.37,1
2144,1,157.21,1,2,2,5,727.5,157.21,1
2139,1,181.43,1,2,3,6,727.5,181.43,1
471,1,115.78,4,2,2,8,727.5,115.78,1
882,4,480.73,3,4,4,11,230.0,120.1825,1
284,2,145.72,4,4,2,10,266.0,72.86,1
2431,1,162.46,1,2,2,5,727.5,162.46,1
117,1,314.06,4,2,4,10,727.5,314.06,0
1728,2,656.44,2,4,4,10,980.0,328.22,1
10,2,381.81,4,4,4,12,220.0,190.905,0
2383,1,68.85,1,2,1,4,727.5,68.85,1
724,1,109.55,3,2,2,7,727.5,109.55,1
